merchant_a,merchant_b,edge_weight
206,343,0.04
206,411,0.04
206,441,0.04
206,472,0.04
207,27,0.04
207,40,0.04
207,54,0.04
207,56,0.04
207,73,0.04
207,187,0.04
207,197,0.04
207,227,0.06
207,268,0.04
207,314,0.04
207,330,0.04
207,387,0.06
207,398,0.04
207,429,0.04
207,461,0.04
208,27,0.04
208,47,0.04
208,60,0.04
208,65,0.06
208,70,0.04
208,158,0.04
208,173,0.04
208,211,0.04
208,240,0.04
208,243,0.04
208,248,0.04
208,256,0.04
208,328,0.04
208,346,0.04
208,381,0.04
208,389,0.04
208,391,0.04
208,438,0.04
208,456,0.04
208,459,0.04
208,467,0.04
208,494,0.04
209,82,0.04
209,86,0.04
209,140,0.04
209,147,0.04
209,191,0.04
209,225,0.06
209,254,0.04
209,289,0.04
209,297,0.06
209,383,0.04
209,412,0.04
209,416,0.04
209,417,0.04
209,427,0.04
209,493,0.04
210,53,0.04
210,99,0.04
210,123,0.04
210,149,0.04
210,202,0.04
210,265,0.04
210,323,0.04
210,335,0.04
210,348,0.04
210,350,0.04
210,365,0.04
210,375,0.04
210,408,0.04
210,424,0.04
210,459,0.04
211,8,0.04
211,27,0.04
211,31,0.06
211,46,0.04
211,51,0.04
211,88,0.04
211,111,0.04
211,179,0.04
211,208,0.04
211,225,0.04
211,243,0.04
211,244,0.04
211,245,0.04
211,383,0.04
211,410,0.04
211,476,0.04
212,78,0.04
212,129,0.04
212,133,0.04
212,142,0.04
212,148,0.04
212,161,0.04
212,188,0.04
212,215,0.04
212,257,0.04
212,341,0.04
212,376,0.04
212,417,0.08
212,450,0.04
212,497,0.04
213,160,0.04
213,175,0.04
213,311,0.04
213,461,0.04
214,28,0.04
214,200,0.04
214,232,0.04
214,353,0.04
214,432,0.04
214,460,0.04
214,467,0.04
215,43,0.04
215,56,0.04
215,58,0.04
215,60,0.04
215,85,0.04
215,197,0.04
215,212,0.04
215,327,0.04
215,376,0.06
215,421,0.04
215,450,0.04
215,452,0.04
215,456,0.04
216,57,0.04
216,156,0.04
216,181,0.04
216,239,0.04
216,322,0.04
216,426,0.04
217,5,0.06
217,49,0.04
217,126,0.04
217,163,0.04
217,196,0.04
217,248,0.04
217,369,0.04
217,427,0.04
218,192,0.04
218,257,0.04
219,110,0.04
219,118,0.04
219,140,0.04
219,171,0.04
219,192,0.04
219,226,0.04
219,300,0.04
219,417,0.04
219,459,0.06
219,466,0.06
220,13,0.04
220,180,0.04
220,241,0.04
220,305,0.04
220,363,0.04
220,384,0.04
220,388,0.06
220,396,0.06
220,409,0.04
220,439,0.04
220,456,0.04
220,468,0.04
221,3,0.04
221,25,0.04
221,63,0.04
221,232,0.06
221,376,0.04
221,491,0.04
222,2,0.04
222,86,0.04
222,251,0.04
222,355,0.04
222,440,0.04
222,493,0.04
223,295,0.04
223,436,0.04
223,500,0.04
224,348,0.04
224,476,0.04
225,19,0.04
225,43,0.04
225,74,0.04
225,82,0.04
225,90,0.04
225,115,0.04
225,129,0.04
225,138,0.04
225,149,0.04
225,177,0.04
225,197,0.04
225,209,0.06
225,211,0.04
225,253,0.04
225,302,0.04
225,305,0.04
225,331,0.04
225,368,0.04
225,369,0.04
225,383,0.04
225,410,0.04
225,417,0.04
225,427,0.04
225,430,0.04
225,449,0.04
225,459,0.04
225,465,0.04
225,467,0.06
225,471,0.04
225,477,0.04
225,479,0.04
226,219,0.04
226,348,0.04
226,367,0.04
226,415,0.04
226,454,0.04
227,27,0.04
227,46,0.06
227,87,0.04
227,144,0.04
227,207,0.06
227,232,0.04
227,268,0.04
227,328,0.04
227,395,0.04
227,426,0.04
227,452,0.04
227,486,0.04
228,8,0.04
228,32,0.04
228,130,0.04
228,134,0.04
228,173,0.04
228,184,0.04
228,370,0.04
228,456,0.08
228,477,0.04
229,124,0.04
229,176,0.04
229,202,0.04
229,362,0.04
229,364,0.04
229,455,0.04
229,477,0.04
230,144,0.04
231,146,0.04
231,271,0.04
231,440,0.04
232,109,0.04
232,158,0.04
232,214,0.04
232,221,0.06
232,227,0.04
232,268,0.04
232,300,0.04
232,391,0.04
232,486,0.04
233,43,0.04
233,166,0.04
233,288,0.04
233,338,0.04
233,442,0.04
233,475,0.04
234,33,0.04
234,34,0.04
234,87,0.04
234,125,0.04
234,260,0.04
234,363,0.04
234,375,0.04
234,486,0.04
235,28,0.04
235,82,0.04
235,121,0.04
235,195,0.04
235,327,0.04
236,39,0.04
236,197,0.04
236,200,0.04
236,205,0.04
236,257,0.04
236,270,0.04
236,274,0.04
236,287,0.04
236,289,0.04
236,323,0.04
236,346,0.04
236,365,0.04
236,419,0.04
236,472,0.04
237,172,0.04
237,383,0.04
238,18,0.04
238,72,0.04
238,345,0.04
238,435,0.04
239,1,0.04
239,2,0.04
239,22,0.04
239,39,0.04
239,170,0.04
239,184,0.04
239,216,0.04
239,290,0.04
239,338,0.04
239,344,0.04
239,449,0.06
239,452,0.04
240,36,0.04
240,60,0.04
240,150,0.04
240,208,0.04
240,248,0.06
240,384,0.04
240,450,0.04
240,453,0.06
240,461,0.04
240,491,0.04
241,27,0.04
241,68,0.04
241,76,0.04
241,91,0.04
241,117,0.04
241,156,0.04
241,157,0.04
241,180,0.04
241,206,0.04
241,220,0.04
241,286,0.04
241,303,0.04
241,308,0.04
241,343,0.04
241,344,0.04
241,376,0.04
241,441,0.04
241,444,0.04
241,460,0.06
241,469,0.06
241,480,0.04
241,498,0.04
242,43,0.04
242,113,0.04
242,144,0.04
242,151,0.06
242,264,0.04
242,279,0.04
242,328,0.04
242,411,0.04
242,482,0.04
243,110,0.04
243,130,0.04
243,182,0.04
243,184,0.04
243,208,0.04
243,211,0.04
243,244,0.04
243,246,0.04
243,270,0.04
243,277,0.04
243,324,0.04
243,329,0.04
244,48,0.06
244,61,0.04
244,120,0.04
244,139,0.04
244,163,0.04
244,166,0.04
244,211,0.04
244,243,0.04
244,248,0.04
244,251,0.04
244,267,0.04
244,294,0.04
244,307,0.04
244,346,0.04
244,417,0.04
244,476,0.04
244,480,0.04
244,487,0.04
245,6,0.04
245,88,0.04
245,92,0.04
245,211,0.04
245,384,0.04
245,487,0.04
246,93,0.04
246,184,0.04
246,243,0.04
246,327,0.04
246,500,0.04
247,32,0.04
247,51,0.04
247,99,0.04
247,110,0.04
247,284,0.04
247,285,0.04
247,347,0.04
247,390,0.04
247,417,0.04
247,431,0.04
247,449,0.04
247,468,0.04
248,49,0.04
248,78,0.08
248,114,0.04
248,134,0.04
248,136,0.04
248,208,0.04
248,217,0.04
248,240,0.06
248,244,0.04
248,279,0.04
248,307,0.04
248,321,0.04
248,453,0.04
248,491,0.04
249,26,0.04
249,87,0.04
249,489,0.04
250,285,0.04
250,300,0.04
250,329,0.04
250,426,0.04
251,2,0.04
251,78,0.06
251,86,0.04
251,129,0.04
251,138,0.04
251,172,0.04
251,187,0.04
251,222,0.04
251,244,0.04
251,256,0.04
251,321,0.04
251,368,0.04
251,376,0.04
251,433,0.06
252,152,0.04
252,158,0.04
252,292,0.04
252,368,0.06
252,400,0.04
252,429,0.04
252,482,0.04
253,34,0.04
253,48,0.04
253,76,0.04
253,146,0.04
253,225,0.04
254,2,0.04
254,31,0.04
254,84,0.04
254,137,0.04
254,158,0.04
254,197,0.04
254,209,0.04
254,365,0.04
254,381,0.04
254,396,0.04
254,426,0.04
254,427,0.04
255,2,0.04
255,35,0.06
255,119,0.04
255,129,0.04
255,184,0.04
255,353,0.04
255,363,0.04
255,382,0.04
256,19,0.04
256,27,0.04
256,53,0.04
256,102,0.04
256,151,0.04
256,158,0.06
256,166,0.04
256,185,0.04
256,192,0.04
256,208,0.04
256,251,0.04
256,260,0.04
256,269,0.04
256,282,0.04
256,298,0.04
256,303,0.04
256,305,0.04
256,311,0.04
256,330,0.04
256,332,0.06
256,342,0.04
256,360,0.04
256,368,0.04
256,450,0.06
256,474,0.04
256,481,0.04
257,26,0.04
257,91,0.04
257,137,0.04
257,212,0.04
257,218,0.04
257,236,0.04
257,260,0.04
257,304,0.04
257,319,0.04
257,323,0.04
257,417,0.04
258,2,0.06
258,11,0.04
258,66,0.06
258,168,0.04
258,327,0.04
258,370,0.04
258,445,0.04
258,449,0.06
258,457,0.04
258,459,0.04
259,424,0.04
259,463,0.04
260,2,0.04
260,234,0.04
260,256,0.04
260,257,0.04
260,436,0.04
260,498,0.04
261,36,0.04
261,79,0.04
261,141,0.04
261,288,0.04
261,310,0.04
261,364,0.04
261,473,0.04
262,133,0.04
262,276,0.04
263,158,0.04
264,1,0.04
264,32,0.04
264,110,0.04
264,151,0.06
264,168,0.04
264,183,0.04
264,242,0.04
264,281,0.04
264,295,0.04
264,308,0.04
264,417,0.04
264,419,0.04
264,485,0.04
264,486,0.04
265,59,0.04
265,72,0.04
265,192,0.04
265,210,0.04
265,347,0.04
265,468,0.04
267,12,0.04
267,134,0.04
267,136,0.04
267,244,0.04
267,275,0.04
267,475,0.04
268,17,0.04
268,69,0.04
268,95,0.04
268,170,0.04
268,207,0.04
268,227,0.04
268,232,0.04
268,299,0.04
268,313,0.06
268,322,0.04
268,332,0.06
269,80,0.04
269,151,0.04
269,256,0.04
269,308,0.04
269,349,0.04
269,393,0.04
269,447,0.04
269,450,0.04
269,456,0.04
269,468,0.08
270,11,0.04
270,48,0.04
270,122,0.04
270,171,0.04
270,184,0.04
270,205,0.04
270,236,0.04
270,243,0.04
270,310,0.04
270,368,0.04
270,380,0.04
270,477,0.04
271,86,0.04
271,99,0.04
271,141,0.04
271,231,0.04
271,273,0.04
271,275,0.06
271,297,0.04
271,338,0.04
271,355,0.04
271,368,0.04
271,378,0.04
271,452,0.04
271,468,0.04
271,486,0.04
271,489,0.04
271,493,0.04
272,48,0.04
272,135,0.04
272,325,0.04
272,386,0.04
272,438,0.04
273,271,0.04
273,408,0.04
274,174,0.04
274,236,0.04
274,311,0.04
274,322,0.04
274,363,0.04
274,460,0.04
275,22,0.04
275,32,0.04
275,109,0.04
275,136,0.04
275,267,0.04
275,271,0.06
275,290,0.04
275,337,0.04
275,443,0.04
275,474,0.04
275,481,0.04
275,484,0.06
276,27,0.06
276,48,0.04
276,80,0.04
276,89,0.04
276,117,0.04
276,160,0.04
276,168,0.04
276,262,0.04
276,281,0.04
276,290,0.04
276,484,0.06
277,27,0.04
277,109,0.04
277,110,0.04
277,243,0.04
277,322,0.04
277,365,0.04
277,408,0.04
277,431,0.04
277,452,0.04
277,500,0.04
278,80,0.06
278,119,0.04
278,186,0.04
278,339,0.04
278,480,0.04
279,26,0.04
279,89,0.04
279,169,0.04
279,174,0.04
279,242,0.04
279,248,0.04
279,464,0.04
279,486,0.04
280,27,0.04
280,54,0.04
280,128,0.04
280,135,0.04
280,182,0.04
280,294,0.04
280,343,0.04
281,19,0.04
281,20,0.04
281,27,0.04
281,35,0.04
281,37,0.04
281,85,0.06
281,96,0.04
281,121,0.04
281,130,0.04
281,143,0.04
281,152,0.04
281,158,0.04
281,190,0.04
281,264,0.04
281,276,0.04
281,285,0.04
281,324,0.06
281,340,0.04
281,417,0.04
281,427,0.04
281,434,0.06
281,449,0.04
281,461,0.04
281,474,0.04
281,500,0.04
282,35,0.04
282,89,0.04
282,256,0.04
282,398,0.04
282,400,0.04
283,49,0.04
283,89,0.04
283,103,0.04
283,158,0.04
284,10,0.04
284,31,0.04
284,51,0.04
284,186,0.04
284,247,0.04
284,294,0.04
284,323,0.04
284,325,0.04
284,342,0.04
284,344,0.04
284,368,0.04
284,394,0.04
284,411,0.04
285,68,0.04
285,133,0.04
285,247,0.04
285,250,0.04
285,281,0.04
285,298,0.04
285,338,0.04
285,417,0.04
285,428,0.04
285,449,0.04
286,26,0.04
286,141,0.04
286,174,0.04
286,241,0.04
286,314,0.04
286,338,0.04
286,444,0.06
287,141,0.04
287,236,0.04
287,388,0.04
288,39,0.04
288,85,0.04
288,233,0.04
288,261,0.04
288,289,0.04
288,328,0.04
288,352,0.04
288,438,0.04
289,20,0.04
289,30,0.04
289,43,0.04
289,46,0.04
289,59,0.06
289,62,0.04
289,95,0.04
289,118,0.04
289,124,0.04
289,148,0.04
289,152,0.04
289,154,0.04
289,158,0.06
289,172,0.04
289,186,0.04
289,187,0.04
289,209,0.04
289,236,0.04
289,288,0.04
289,301,0.04
289,309,0.04
289,321,0.04
289,337,0.04
289,363,0.04
289,367,0.04
289,474,0.04
289,476,0.04
289,496,0.04
289,498,0.04
290,79,0.04
290,94,0.04
290,109,0.04
290,173,0.04
290,239,0.04
290,275,0.04
290,276,0.04
290,323,0.04
290,347,0.04
290,376,0.04
290,383,0.06
290,445,0.04
290,460,0.04
290,498,0.04
291,20,0.04
291,194,0.04
291,333,0.04
291,481,0.04
292,17,0.04
292,108,0.04
292,146,0.04
292,158,0.04
292,252,0.04
292,298,0.04
292,299,0.04
292,308,0.04
292,385,0.04
292,412,0.04
292,488,0.04
293,28,0.04
293,84,0.04
293,144,0.04
293,183,0.04
293,317,0.06
293,373,0.04
293,391,0.04
294,51,0.04
294,55,0.04
294,101,0.04
294,105,0.04
294,184,0.04
294,244,0.04
294,280,0.04
294,284,0.04
294,302,0.04
294,306,0.04
294,312,0.04
294,313,0.04
294,345,0.04
294,360,0.04
294,373,0.04
294,415,0.04
294,451,0.04
295,57,0.04
295,111,0.04
295,173,0.04
295,178,0.06
295,202,0.04
295,223,0.04
295,264,0.04
295,301,0.04
295,303,0.04
295,415,0.04
295,491,0.04
295,500,0.06
296,5,0.04
296,84,0.04
296,105,0.04
296,177,0.04
296,184,0.04
296,198,0.04
296,325,0.04
296,432,0.04
296,440,0.04
296,475,0.04
296,497,0.04
297,110,0.04
297,136,0.06
297,155,0.04
297,160,0.04
297,209,0.06
297,271,0.04
297,298,0.04
297,427,0.04
298,55,0.04
298,79,0.04
298,88,0.04
298,111,0.04
298,256,0.04
298,285,0.04
298,292,0.04
298,297,0.04
298,379,0.04
298,385,0.04
298,409,0.04
298,474,0.04
299,62,0.04
299,85,0.04
299,106,0.04
299,136,0.04
299,169,0.04
299,177,0.04
299,191,0.04
299,268,0.04
299,292,0.04
299,309,0.06
299,327,0.04
299,401,0.04
300,26,0.04
300,30,0.04
300,42,0.04
300,84,0.04
300,95,0.04
300,114,0.04
300,171,0.04
300,182,0.04
300,183,0.04
300,219,0.04
300,232,0.04
300,250,0.04
300,332,0.04
300,367,0.04
300,410,0.04
300,423,0.04
300,430,0.04
300,467,0.04
301,64,0.06
301,92,0.04
301,289,0.04
301,295,0.04
301,378,0.04
301,384,0.04
302,2,0.04
302,41,0.04
302,102,0.04
302,171,0.04
302,225,0.04
302,294,0.04
302,306,0.04
302,386,0.04
302,432,0.04
303,2,0.04
303,11,0.04
303,27,0.04
303,33,0.04
303,79,0.04
303,99,0.04
303,122,0.04
303,152,0.04
303,171,0.04
303,241,0.04
303,256,0.04
303,295,0.04
303,306,0.04
303,318,0.06
303,332,0.04
303,347,0.04
303,351,0.04
303,435,0.06
303,450,0.04
303,484,0.06
303,488,0.04
303,498,0.04
303,500,0.04
304,257,0.04
304,390,0.04
304,446,0.04
304,449,0.04
305,35,0.04
305,141,0.04
305,220,0.04
305,225,0.04
305,256,0.04
305,363,0.04
305,364,0.04
305,418,0.04
306,130,0.04
306,158,0.04
306,159,0.04
306,206,0.04
306,294,0.04
306,302,0.04
306,303,0.04
306,443,0.04
306,476,0.04
306,493,0.04
307,43,0.04
307,115,0.04
307,144,0.04
307,172,0.04
307,244,0.04
307,248,0.04
307,333,0.04
307,366,0.04
307,400,0.04
307,452,0.06
307,494,0.04
308,54,0.04
308,65,0.04
308,67,0.04
308,129,0.06
308,158,0.04
308,241,0.04
308,264,0.04
308,269,0.04
308,292,0.04
308,340,0.04
308,369,0.04
308,376,0.04
308,381,0.04
308,389,0.06
308,412,0.04
308,427,0.04
308,432,0.06
308,458,0.04
308,468,0.04
308,485,0.04
308,486,0.04
308,498,0.04
309,158,0.04
309,165,0.04
309,175,0.04
309,289,0.04
309,299,0.06
309,323,0.04
310,163,0.04
310,261,0.04
310,270,0.04
310,361,0.08
310,428,0.04
311,27,0.04
311,119,0.04
311,158,0.04
311,166,0.04
311,213,0.04
311,256,0.04
311,274,0.04
311,369,0.04
311,372,0.04
311,383,0.04
311,408,0.04
311,426,0.04
312,86,0.04
312,199,0.04
312,294,0.04
312,396,0.04
312,461,0.04
313,170,0.04
313,268,0.06
313,294,0.04
313,342,0.04
313,367,0.04
314,131,0.04
314,207,0.04
314,286,0.04
315,172,0.04
315,174,0.04
315,188,0.04
315,189,0.04
315,192,0.04
315,495,0.04
316,5,0.04
316,23,0.04
316,80,0.04
316,180,0.04
316,445,0.04
317,90,0.04
317,192,0.04
317,293,0.06
318,116,0.04
318,140,0.04
318,147,0.04
318,197,0.04
318,303,0.06
319,77,0.04
319,92,0.04
319,120,0.04
319,257,0.04
319,365,0.04
319,389,0.04
319,496,0.04
319,500,0.04
320,158,0.04
320,186,0.04
321,21,0.04
321,109,0.04
321,114,0.04
321,155,0.04
321,248,0.04
321,251,0.04
321,289,0.04
321,331,0.04
321,347,0.04
321,470,0.04
321,480,0.04
322,114,0.04
322,216,0.04
322,268,0.04
322,274,0.04
322,277,0.04
322,446,0.04
323,2,0.04
323,25,0.04
323,36,0.04
323,40,0.04
323,86,0.04
323,107,0.04
323,119,0.04
323,158,0.04
323,178,0.04
323,180,0.04
323,210,0.04
323,236,0.04
323,257,0.04
323,284,0.04
323,290,0.04
323,309,0.04
323,338,0.04
323,342,0.04
323,405,0.04
323,427,0.04
323,469,0.04
324,37,0.04
324,66,0.04
324,118,0.04
324,152,0.04
324,202,0.04
324,243,0.04
324,281,0.06
324,329,0.04
324,367,0.04
324,464,0.04
324,500,0.04
325,16,0.04
325,23,0.04
325,91,0.04
325,100,0.06
325,129,0.06
325,131,0.04
325,157,0.04
325,192,0.04
325,197,0.04
325,272,0.04
325,284,0.04
325,296,0.04
325,344,0.04
325,397,0.04
325,398,0.04
325,411,0.04
325,417,0.06
325,461,0.04
326,40,0.04
326,85,0.04
326,137,0.04
326,158,0.04
326,327,0.04
326,450,0.04
326,459,0.04
327,11,0.04
327,66,0.04
327,119,0.04
327,124,0.04
327,146,0.04
327,151,0.04
327,160,0.04
327,215,0.04
327,235,0.04
327,246,0.04
327,258,0.04
327,299,0.04
327,326,0.04
327,336,0.04
327,417,0.04
328,26,0.04
328,54,0.04
328,87,0.04
328,90,0.04
328,140,0.04
328,143,0.04
328,161,0.04
328,208,0.04
328,227,0.04
328,242,0.04
328,288,0.04
328,355,0.04
328,434,0.04
328,449,0.04
328,451,0.04
328,483,0.04
329,54,0.04
329,89,0.04
329,243,0.04
329,250,0.04
329,324,0.04
329,367,0.04
329,432,0.04
329,492,0.04
330,4,0.04
330,140,0.06
330,166,0.04
330,207,0.04
330,256,0.04
330,332,0.04
330,421,0.04
330,457,0.04
330,498,0.04
331,79,0.04
331,89,0.04
331,109,0.04
331,188,0.04
331,225,0.04
331,321,0.04
331,364,0.04
331,459,0.04
332,3,0.04
332,19,0.04
332,96,0.04
332,192,0.04
332,256,0.06
332,268,0.06
332,300,0.04
332,303,0.04
332,330,0.04
332,369,0.04
332,392,0.04
333,59,0.04
333,84,0.04
333,111,0.04
333,194,0.04
333,291,0.04
333,307,0.04
333,350,0.04
333,439,0.04
333,477,0.04
334,11,0.06
334,139,0.04
334,150,0.04
334,197,0.04
334,340,0.04
334,355,0.06
334,427,0.04
335,144,0.04
335,210,0.04
335,374,0.04
335,452,0.04
335,453,0.04
336,29,0.04
336,57,0.04
336,80,0.04
336,85,0.04
336,89,0.04
336,327,0.04
336,364,0.04
336,384,0.04
337,43,0.04
337,80,0.04
337,109,0.04
337,188,0.04
337,275,0.04
337,289,0.04
337,344,0.04
337,351,0.04
337,464,0.06
338,48,0.04
338,60,0.04
338,90,0.04
338,110,0.04
338,111,0.04
338,140,0.04
338,141,0.06
338,192,0.04
338,193,0.04
338,233,0.04
338,239,0.04
338,271,0.04
338,285,0.04
338,286,0.04
338,323,0.04
338,346,0.04
338,368,0.04
338,373,0.06
338,427,0.04
338,428,0.06
338,454,0.04
338,497,0.04
339,278,0.04
339,468,0.04
339,480,0.04
340,176,0.04
340,183,0.04
340,281,0.04
340,308,0.04
340,334,0.04
340,407,0.04
341,212,0.04
342,8,0.04
342,48,0.06
342,51,0.04
342,136,0.04
342,173,0.04
342,180,0.04
342,256,0.04
342,284,0.04
342,313,0.04
342,323,0.04
342,363,0.04
342,392,0.04
342,449,0.04
342,450,0.04
342,473,0.04
343,89,0.04
343,109,0.04
343,114,0.04
343,157,0.04
343,158,0.04
343,171,0.04
343,206,0.04
343,241,0.04
343,280,0.04
343,391,0.06
343,396,0.04
343,405,0.04
343,412,0.04
343,445,0.04
343,456,0.04
343,461,0.04
343,468,0.04
343,499,0.06
344,19,0.04
344,25,0.06
344,41,0.04
344,47,0.04
344,92,0.04
344,163,0.04
344,180,0.04
344,239,0.04
344,241,0.04
344,284,0.04
344,325,0.04
344,337,0.04
344,372,0.04
344,476,0.04
345,238,0.04
345,294,0.04
345,368,0.04
346,9,0.04
346,31,0.04
346,99,0.04
346,113,0.04
346,134,0.04
346,160,0.04
346,208,0.04
346,236,0.04
346,244,0.04
346,338,0.04
346,365,0.04
346,465,0.04
347,27,0.04
347,146,0.04
347,247,0.04
347,265,0.04
347,290,0.04
347,303,0.04
347,321,0.04
347,349,0.04
347,397,0.04
347,450,0.04
347,452,0.04
347,469,0.04
347,477,0.04
348,23,0.04
348,27,0.04
348,31,0.04
348,106,0.04
348,146,0.04
348,210,0.04
348,224,0.04
348,226,0.04
348,474,0.06
348,484,0.04
349,64,0.04
349,121,0.04
349,123,0.04
349,151,0.04
349,269,0.04
349,347,0.04
349,381,0.04
349,430,0.04
350,76,0.04
350,140,0.04
350,158,0.04
350,210,0.04
350,333,0.04
350,482,0.04
350,496,0.04
351,40,0.04
351,111,0.04
351,303,0.04
351,337,0.04
351,363,0.04
351,364,0.04
352,64,0.04
352,82,0.04
352,288,0.04
352,450,0.06
352,493,0.04
353,27,0.04
353,214,0.04
353,255,0.04
353,414,0.04
353,447,0.04
353,475,0.04
354,450,0.06
355,46,0.04
355,93,0.04
355,108,0.04
355,134,0.04
355,137,0.04
355,154,0.04
355,222,0.04
355,271,0.04
355,328,0.04
355,334,0.06
355,366,0.04
356,12,0.04
356,137,0.04
356,143,0.04
357,45,0.04
357,176,0.06
357,455,0.04
357,491,0.04
358,128,0.04
358,158,0.04
358,379,0.04
360,27,0.04
360,197,0.04
360,256,0.04
360,294,0.04
360,370,0.04
360,486,0.04
361,47,0.04
361,111,0.04
361,150,0.04
361,151,0.04
361,152,0.04
361,163,0.04
361,186,0.04
361,193,0.04
361,194,0.04
361,310,0.08
361,366,0.04
361,367,0.04
361,404,0.04
361,421,0.04
361,427,0.04
361,445,0.04
361,446,0.04
361,468,0.04
362,137,0.06
362,229,0.04
362,452,0.04
363,13,0.04
363,27,0.04
363,40,0.04
363,48,0.04
363,76,0.04
363,111,0.04
363,123,0.04
363,172,0.04
363,220,0.04
363,234,0.04
363,255,0.04
363,274,0.04
363,289,0.04
363,305,0.04
363,342,0.04
363,351,0.04
363,375,0.04
363,382,0.04
363,383,0.04
363,387,0.04
363,401,0.04
363,449,0.04
363,469,0.04
363,481,0.04
364,46,0.04
364,59,0.04
364,108,0.04
364,134,0.04
364,137,0.04
364,155,0.04
364,176,0.04
364,182,0.04
364,197,0.04
364,229,0.04
364,261,0.04
364,305,0.04
364,331,0.04
364,336,0.04
364,351,0.04
364,404,0.04
364,486,0.04
365,26,0.06
365,29,0.04
365,43,0.04
365,55,0.06
365,79,0.04
365,89,0.04
365,91,0.04
365,114,0.04
365,128,0.04
365,139,0.04
365,151,0.04
365,156,0.06
365,210,0.04
365,236,0.04
365,254,0.04
365,277,0.04
365,319,0.04
365,346,0.04
365,464,0.04
365,474,0.04
366,155,0.04
366,307,0.04
366,355,0.04
366,361,0.04
367,89,0.04
367,155,0.04
367,226,0.04
367,289,0.04
367,300,0.04
367,313,0.04
367,324,0.04
367,329,0.04
367,361,0.04
367,383,0.04
367,412,0.04
367,463,0.04
367,491,0.04
367,492,0.04
368,33,0.04
368,57,0.04
368,75,0.04
368,95,0.04
368,96,0.04
368,97,0.04
368,109,0.04
368,128,0.04
368,143,0.04
368,152,0.04
368,158,0.04
368,171,0.06
368,196,0.04
368,225,0.04
368,251,0.04
368,252,0.06
368,256,0.04
368,270,0.04
368,271,0.04
368,284,0.04
368,338,0.04
368,345,0.04
368,383,0.06
368,409,0.04
368,428,0.04
368,438,0.04
368,461,0.06
368,468,0.04
368,477,0.08
368,482,0.04
368,485,0.04
368,493,0.04
369,190,0.04
369,217,0.04
369,225,0.04
369,308,0.04
369,311,0.04
369,332,0.04
369,432,0.06
370,40,0.06
370,131,0.04
370,152,0.04
370,228,0.04
370,258,0.04
370,360,0.04
370,452,0.04
371,392,0.04
372,41,0.04
372,311,0.04
372,344,0.04
372,385,0.04
372,397,0.04
373,14,0.04
373,23,0.04
373,64,0.06
373,74,0.04
373,85,0.04
373,293,0.04
373,294,0.04
373,338,0.06
373,375,0.04
